20210615153840562,0,0,0,0
20210615153840568,11.2,0,0,0
20210615153840573,11.2,0,0,0
20210615153840578,11.2,0,0,0
20210615153840583,11.2,0,0,0
20210615153840588,11.2,0,0,0
20210615153840593,11.2,0,0,0
20210615153840597,11.3,0,0,0
20210615153840601,11.3,0,0,0
20210615153840603,11.3,0,0,0
20210615153840608,11.2,0,0,0
20210615153840613,11.2,0,0,0
20210615153840617,11.2,0,0,0
20210615153840623,11.2,0,0,0
20210615153840628,11.3,0,0,0
20210615153840632,11.3,0,0,0
20210615153840637,11.2,0,0,0
20210615153840642,11.2,0,0,0
20210615153840648,11.2,0,0,0
20210615153840649,11.2,0,0,4
20210615153840653,11.2,0,0,4
20210615153840657,11.3,0,0,4
20210615153840663,11.3,0,0,4
20210615153840668,11.3,0,0,4
20210615153840673,11.3,0,0,4
20210615153840677,11.2,0,0,4
20210615153840682,11.2,0,0,4
20210615153840687,11.4,0,0,4
20210615153840693,11.4,0,0,4
20210615153840697,11.3,0,0,4
20210615153840700,11.3,0,0,4
20210615153840703,11.3,0,0,4
20210615153840708,11.2,0,0,4
20210615153840712,11.2,0,0,4
20210615153840717,11.2,0,0,4
20210615153840722,11.2,0,0,4
20210615153840728,11.2,0,0,4
20210615153840733,11.2,0,0,4
20210615153840737,11.4,0,0,4
20210615153840744,11.4,0,0,4
20210615153840748,11.2,0,0,4
20210615153840752,11.2,0,0,4
20210615153840757,11.4,0,0,4
20210615153840762,11.4,0,0,4
20210615153840768,11.2,0,0,4
20210615153840773,11.2,0,0,4
20210615153840777,11.2,0,0,4
20210615153840784,11.2,0,0,4
20210615153840788,11.2,0,0,4
20210615153840794,11.2,0,0,4
20210615153840797,11.3,0,0,4
20210615153840801,11.3,0,0,4
20210615153840803,11.3,0,0,4
20210615153840808,11.4,0,0,4
20210615153840813,11.4,0,0,4
20210615153840817,11.2,0,0,4
20210615153840823,11.2,0,0,4
20210615153840828,11.4,0,0,4
20210615153840833,11.4,0,0,4
20210615153840837,11.2,0,0,4
20210615153840844,11.2,0,0,4
20210615153840848,11.2,0,0,4
20210615153840849,11.2,0,0,4
20210615153840853,11.2,0,0,4
20210615153840857,11.3,0,0,4
20210615153840863,11.3,0,0,4
20210615153840868,11.2,0,0,4
20210615153840873,11.2,0,0,4
20210615153840877,11.3,0,0,4
20210615153840882,11.3,0,0,4
20210615153840887,11.2,0,0,4
20210615153840893,11.2,0,0,4
20210615153840897,11.2,0,0,4
20210615153840900,11.2,0,0,4
20210615153840903,11.2,0,0,4
20210615153840908,11.2,0,0,4
20210615153840913,11.2,0,0,4
20210615153840918,11.3,0,0,4
20210615153840922,11.3,0,0,4
20210615153840928,11.3,0,0,4
20210615153840932,11.3,0,0,4
20210615153840937,11.3,0,0,4
20210615153840943,11.3,0,0,4
20210615153840948,11.4,0,0,4
20210615153840953,11.4,0,0,4
20210615153840958,11.2,0,0,4
20210615153840963,11.2,0,0,4
20210615153840967,11.4,0,0,4
20210615153840972,11.4,0,0,4
20210615153840977,11.4,0,0,4
20210615153840983,11.4,0,0,4
20210615153840988,11.3,0,0,4
20210615153840992,11.3,0,0,4
20210615153840997,11.4,0,0,4
20210615153841002,11.4,0,0,4
20210615153841005,11.4,0,0,4
20210615153841008,11.4,0,0,4
