20210611160303367,3727.04647,12639.44147,2.00
20210611160303470,3727.04658,12639.44158,2.00
20210611160303567,3727.04654,12639.44162,2.00
20210611160303667,3727.04648,12639.44165,2.00
20210611160303769,3727.04646,12639.44169,2.00
20210611160303869,3727.04643,12639.44173,2.00
20210611160303968,3727.04621,12639.44171,2.00
20210611160304070,3727.04626,12639.44178,2.00
20210611160304171,3727.04644,12639.44189,2.00
20210611160304274,3727.04644,12639.44192,2.00
20210611160304364,3727.04643,12639.44194,2.00
20210611160304461,3727.04653,12639.44202,2.00
20210611160304562,3727.04661,12639.44210,2.00
20210611160304669,3727.04680,12639.44219,2.00
20210611160304764,3727.04663,12639.44215,2.00
20210611160304868,3727.04655,12639.44216,2.00
20210611160304967,3727.04647,12639.44217,2.00
20210611160305067,3727.04640,12639.44221,2.00
20210611160305169,3727.04633,12639.44225,2.00
20210611160305268,3727.04621,12639.44227,2.00
20210611160305363,3727.04602,12639.44226,2.00
20210611160305467,3727.04589,12639.44225,2.00
20210611160305567,3727.04572,12639.44221,2.00
20210611160305668,3727.04551,12639.44217,2.00
20210611160305763,3727.04552,12639.44224,2.00
20210611160305861,3727.04569,12639.44238,2.00
20210611160305964,3727.04581,12639.44251,2.00
20210611160306068,3727.04579,12639.44256,2.00
20210611160306168,3727.04577,12639.44260,2.00
20210611160306269,3727.04570,12639.44264,2.00
20210611160306364,3727.04567,12639.44270,2.00
20210611160306468,3727.04565,12639.44277,2.00
20210611160306566,3727.04570,12639.44287,2.00
20210611160306667,3727.04578,12639.44298,2.00
20210611160306764,3727.04586,12639.44310,2.00
20210611160306865,3727.04615,12639.44327,2.00
20210611160306967,3727.04618,12639.44336,2.00
20210611160307067,3727.04622,12639.44345,2.00
20210611160307161,3727.04624,12639.44352,2.00
20210611160307263,3727.04624,12639.44358,2.00
20210611160307363,3727.04629,12639.44366,1.99
20210611160307464,3727.04625,12639.44373,1.99
20210611160307564,3727.04618,12639.44378,1.99
20210611160307668,3727.04605,12639.44379,1.99
20210611160307763,3727.04594,12639.44380,1.99
20210611160307867,3727.04588,12639.44384,1.99
20210611160307964,3727.04576,12639.44387,1.99
20210611160308067,3727.04562,12639.44382,1.99
20210611160308163,3727.04558,12639.44382,3.05
20210611160308267,3727.04562,12639.44389,3.05
20210611160308363,3727.04582,12639.44401,3.05
20210611160308463,3727.04587,12639.44406,3.05
20210611160308559,3727.04582,12639.44405,3.05
20210611160308665,3727.04578,12639.44405,3.05
20210611160308762,3727.04567,12639.44405,3.05
20210611160308867,3727.04553,12639.44405,3.05
20210611160308965,3727.04565,12639.44417,1.99
20210611160309068,3727.04569,12639.44427,1.99
20210611160309172,3727.04577,12639.44435,1.99
20210611160309266,3727.04588,12639.44443,1.99
20210611160309364,3727.04606,12639.44453,1.99
20210611160309466,3727.04624,12639.44460,1.99
20210611160309565,3727.04645,12639.44467,1.99
20210611160309668,3727.04651,12639.44468,1.99
20210611160309765,3727.04660,12639.44477,1.99
20210611160309862,3727.04643,12639.44478,1.99
20210611160309959,3727.04638,12639.44487,1.99
20210611160310066,3727.04626,12639.44489,1.99
20210611160310166,3727.04625,12639.44495,1.99
20210611160310269,3727.04620,12639.44497,1.99
20210611160310364,3727.04622,12639.44499,1.99
20210611160310465,3727.04628,12639.44504,1.99
20210611160310562,3727.04616,12639.44504,1.99
20210611160310664,3727.04611,12639.44505,1.99
20210611160310771,3727.04617,12639.44509,1.99
20210611160310872,3727.04623,12639.44513,1.99
20210611160310971,3727.04640,12639.44521,1.99
20210611160311074,3727.04640,12639.44521,1.99
20210611160311171,3727.04647,12639.44524,1.99
20210611160311265,3727.04670,12639.44535,1.99
20210611160311368,3727.04685,12639.44548,1.99
20210611160311471,3727.04694,12639.44556,1.99
20210611160311571,3727.04698,12639.44555,1.99
20210611160311670,3727.04720,12639.44566,1.99
20210611160311771,3727.04726,12639.44570,1.99
20210611160311871,3727.04730,12639.44572,1.99
20210611160311971,3727.04727,12639.44571,1.99
20210611160312071,3727.04726,12639.44567,1.99
20210611160312167,3727.04721,12639.44565,1.99
20210611160312271,3727.04719,12639.44570,1.99
20210611160312370,3727.04693,12639.44567,1.99
20210611160312468,3727.04682,12639.44574,1.99
20210611160312570,3727.04674,12639.44577,1.99
20210611160312665,3727.04598,12639.44559,1.99
20210611160312771,3727.04585,12639.44557,1.99
20210611160312871,3727.04570,12639.44555,1.99
20210611160312971,3727.04562,12639.44559,1.99
20210611160313069,3727.04546,12639.44561,1.99
20210611160313168,3727.04530,12639.44563,1.99
20210611160313269,3727.04524,12639.44569,1.99
20210611160313367,3727.04528,12639.44579,1.99
20210611160313469,3727.04534,12639.44582,1.99
20210611160313571,3727.04546,12639.44584,1.99
20210611160313670,3727.04563,12639.44591,1.99
20210611160313767,3727.04574,12639.44595,1.99
20210611160313868,3727.04575,12639.44595,1.99
20210611160313964,3727.04572,12639.44597,1.99
20210611160314064,3727.04567,12639.44602,1.99
20210611160314172,3727.04563,12639.44607,1.99
20210611160314271,3727.04556,12639.44604,1.99
20210611160314368,3727.04552,12639.44596,1.99
20210611160314469,3727.04545,12639.44584,1.99
20210611160314568,3727.04532,12639.44572,1.99
20210611160314670,3727.04528,12639.44566,1.99
20210611160314768,3727.04521,12639.44565,3.04
20210611160314869,3727.04508,12639.44564,3.04
20210611160314969,3727.04501,12639.44558,3.04
20210611160315069,3727.04496,12639.44553,3.04
20210611160315170,3727.04480,12639.44550,3.04
20210611160315269,3727.04466,12639.44547,3.04
20210611160315361,3727.04445,12639.44540,3.04
20210611160315468,3727.04436,12639.44535,3.04
20210611160315567,3727.04378,12639.44518,1.99
20210611160315672,3727.04379,12639.44521,1.99
20210611160315766,3727.04382,12639.44525,1.99
20210611160315865,3727.04388,12639.44527,1.99
20210611160315963,3727.04379,12639.44525,1.99
20210611160316067,3727.04373,12639.44522,1.99
20210611160316166,3727.04359,12639.44518,1.99
20210611160316269,3727.04362,12639.44515,1.99
20210611160316364,3727.04375,12639.44514,1.99
20210611160316466,3727.04377,12639.44520,1.99
20210611160316565,3727.04372,12639.44523,1.99
20210611160316662,3727.04366,12639.44526,1.99
20210611160316757,3727.04361,12639.44529,1.99
20210611160316865,3727.04338,12639.44521,2.00
20210611160316963,3727.04322,12639.44509,2.00
20210611160317063,3727.04309,12639.44498,2.00
20210611160317163,3727.04308,12639.44499,2.00
20210611160317264,3727.04314,12639.44496,2.00
20210611160317367,3727.04307,12639.44487,2.00
20210611160317463,3727.04299,12639.44473,2.00
20210611160317569,3727.04295,12639.44461,2.00
20210611160317669,3727.04302,12639.44452,3.04
20210611160317766,3727.04315,12639.44445,3.04
20210611160317868,3727.04324,12639.44441,3.04
20210611160317970,3727.04328,12639.44438,3.04
20210611160318060,3727.04326,12639.44433,3.04
20210611160318164,3727.04318,12639.44431,3.04
20210611160318265,3727.04307,12639.44430,3.04
20210611160318368,3727.04300,12639.44431,3.04
20210611160318466,3727.04284,12639.44426,1.99
20210611160318569,3727.04275,12639.44426,1.99
20210611160318668,3727.04273,12639.44429,1.99
20210611160318764,3727.04254,12639.44426,1.99
20210611160318864,3727.04232,12639.44420,1.99
20210611160318964,3727.04213,12639.44416,1.99
20210611160319067,3727.04195,12639.44413,1.99
20210611160319171,3727.04177,12639.44413,1.99
20210611160319266,3727.04166,12639.44417,1.99
20210611160319362,3727.04161,12639.44416,1.99
20210611160319459,3727.04158,12639.44410,1.99
20210611160319564,3727.04159,12639.44407,1.99
20210611160319666,3727.04151,12639.44402,1.99
20210611160319764,3727.04151,12639.44400,1.99
20210611160319867,3727.04146,12639.44395,1.99
20210611160319965,3727.04140,12639.44396,1.99
20210611160320067,3727.04126,12639.44395,1.99
20210611160320166,3727.04112,12639.44391,1.99
20210611160320268,3727.04107,12639.44393,1.99
20210611160320365,3727.04107,12639.44401,1.99
20210611160320467,3727.04099,12639.44404,1.99
20210611160320564,3727.04098,12639.44400,3.03
20210611160320666,3727.04106,12639.44398,3.03
20210611160320762,3727.04107,12639.44398,3.03
20210611160320863,3727.04095,12639.44401,3.03
20210611160320971,3727.04089,12639.44405,1.99
20210611160321069,3727.04080,12639.44402,1.99
20210611160321172,3727.04072,12639.44399,1.99
20210611160321268,3727.04063,12639.44394,1.99
20210611160321370,3727.04031,12639.44382,1.99
20210611160321468,3727.04022,12639.44379,1.99
20210611160321571,3727.04009,12639.44378,1.99
20210611160321670,3727.03994,12639.44372,1.99
20210611160321767,3727.03975,12639.44365,1.99
20210611160321866,3727.03943,12639.44360,1.99
20210611160321966,3727.03940,12639.44370,1.99
20210611160322068,3727.03937,12639.44375,1.99
20210611160322162,3727.03935,12639.44378,1.99
20210611160322272,3727.03934,12639.44375,1.99
20210611160322365,3727.03937,12639.44369,1.99
20210611160322469,3727.03934,12639.44368,1.99
20210611160322567,3727.03924,12639.44365,1.99
20210611160322667,3727.03913,12639.44361,1.99
20210611160322766,3727.03903,12639.44358,1.99
20210611160322868,3727.03890,12639.44354,1.99
20210611160322967,3727.03892,12639.44351,1.99
20210611160323067,3727.03894,12639.44348,1.98
20210611160323172,3727.03892,12639.44342,1.98
20210611160323270,3727.03887,12639.44341,1.98
20210611160323367,3727.03878,12639.44344,1.98
20210611160323462,3727.03881,12639.44352,1.98
20210611160323562,3727.03879,12639.44359,1.98
20210611160323667,3727.03874,12639.44361,1.98
20210611160323764,3727.03866,12639.44359,1.98
20210611160323872,3727.03874,12639.44359,1.98
20210611160323969,3727.03875,12639.44355,1.98
20210611160324070,3727.03877,12639.44353,1.98
20210611160324176,3727.03876,12639.44361,1.98
20210611160324270,3727.03834,12639.44345,1.98
20210611160324364,3727.03837,12639.44350,1.98
20210611160324468,3727.03836,12639.44355,1.98
20210611160324566,3727.03835,12639.44349,1.98
20210611160324672,3727.03838,12639.44340,1.98
20210611160324764,3727.03830,12639.44332,3.03
20210611160324859,3727.03821,12639.44322,3.03
20210611160324962,3727.03824,12639.44322,3.03
20210611160325067,3727.03830,12639.44323,3.03
20210611160325168,3727.03833,12639.44325,2.21
20210611160325266,3727.03836,12639.44328,2.21
20210611160325361,3727.03841,12639.44329,2.21
20210611160325460,3727.03845,12639.44328,2.21
20210611160325563,3727.03843,12639.44324,2.21
20210611160325666,3727.03841,12639.44321,2.21
20210611160325764,3727.03839,12639.44317,2.21
20210611160325865,3727.03838,12639.44312,2.21
20210611160325965,3727.03838,12639.44312,2.21
20210611160326069,3727.03839,12639.44311,2.21
20210611160326165,3727.03839,12639.44311,2.21
20210611160326262,3727.03840,12639.44311,2.21
20210611160326366,3727.03839,12639.44311,2.21
20210611160326466,3727.03844,12639.44317,2.21
20210611160326565,3727.03849,12639.44323,2.21
20210611160326670,3727.03851,12639.44328,2.21
20210611160326764,3727.03854,12639.44332,2.35
